Website,Logo_URL
https://www.almayyak9.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBzMWy4qexwt-EOd5scyXTIoC2077LUipK-Q&s
https://www.sniffmiddleeast.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEylaVmNGNP9EhU8OryxJjpiFXzA6N1LUzYA&s
https://www.uaelittleangels.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQasN-ptWf8RcerXKuCxWxoPeL450-t-8H4sQ&s
https://www.mussafahdogproject.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5yKFJDXak6IJIE3u-jGk_VbYMKtHTvR63YQ&s
https://www.parauae.org,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6lVkfRMWjEKJTqVMgpOpR-4V8B2syXYbShA&s
https://www.emiratesrc.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRE7meMssaBeXJKJpwDrSU2SjQAO8ZU8MO-1A&s
https://www.dubaicares.ae,https://upload.wikimedia.org/wikipedia/commons/5/5d/Dubai_Cares_-_Logo.png
https://www.volunteers.ae,https://mir-s3-cdn-cf.behance.net/projects/404/eacfae20108045.55a06b0bed6e2.jpg
https://www.greenpeace.org/mena,https://chronicle.lu/images/2019/Oct/20191001_greenpeace-logo-600-350.jpg
https://www.emiratesnaturewwf.ae,https://media.licdn.com/dms/image/v2/C510BAQFkaMwERvz7ZQ/company-logo_200_200/company-logo_200_200/0/1630594615413/ews_wwf_logo?e=2147483647&v=beta&t=6b4qo2rDftaLvvzUxA9lxMh44KeZw3AAkfSq4P7sSAI
https://www.zayedfoundation.ae,https://media.licdn.com/dms/image/v2/D4D0BAQGpUZQ4WGiBMA/company-logo_200_200/company-logo_200_200/0/1707304714615/zayedchf_logo?e=2147483647&v=beta&t=43gu5RaG_4gLr4LZMdgqZ4EZ9r7Ci4ly_gvbJ_e9cTo
https://www.aljalilafoundation.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRENSLx3-UJEfAQyUqUH1QNCjUUwDjqLqWQIA&s
https://www.noordubai.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeHo3b82s5bUYoML1HP26muWxU5YaO_hUnPQ&s
https://www.happinessportal.dubai.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpZ6PBSihMK744byVRYvy7dJhUA2mfHLxZDA&s
https://www.smartdubai.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTggDDA8L3quJp_x6a7GQMVNU-L-95j7wFfQw&s
https://www.dwe.gov.ae,https://www.mediaoffice.ae/-/media/2020/august/29-08/04/dubai-woman-establishment-logo.jpg?h=577&w=1050&hash=A079BAE87AFC35DA080B65644C2E2EB3
https://www.uaefoodbank.ae,https://www.dm.gov.ae/wp-content/uploads/2020/02/UAE-Food-Bank-Logo-EN-1.png
https://www.eaws.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAjoAw09PLY5ufkdBLFvismhnbOBZ37-1MIg&s
https://www.gulf4good.org,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5UPB-AgJztnfZzBQ1PMxRMKxU0GyZb8z1DQ&s
https://www.expatechodubai.com,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_RUtGKusqbZJWVoI3MiuyLa-Qw1TQdqtqxA&s
https://www.dubaipetfood.com,https://pbs.twimg.com/profile_images/755694266744184832/Wmga5q0C_400x400.jpg
https://www.thepetshop.ae,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7cmHor4wnDHAkvlExRbuOR1mXbJyBOgcOiA&s
